index,id_of_item,Domain_Code,Domain,Area_Code,Area,Element_Code,Element,Item_Code,Crop_Name,Year_Code,Year,Unit,Production_Value,Flag,Flag_Description,Annual_Temp,Temp_Jan_Feb,Temp_Mar_May,Temp_Jun_Sep,Temp_Oct_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Annual_Rainfall,Rain_Jan_Feb,Rain_Mar_May,Rain_Jun_Sep,Rain_Oct_Dec
2062,247,QCL,Crops and livestock products,100,India,5419,Yield,526,Apricots,1975,1975,hg/ha,31667,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2063,305,QCL,Crops and livestock products,100,India,5510,Production,526,Apricots,1975,1975,tonnes,9500,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2064,363,QCL,Crops and livestock products,100,India,5312,Area harvested,226,Areca nuts,1975,1975,ha,189200,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2065,421,QCL,Crops and livestock products,100,India,5419,Yield,226,Areca nuts,1975,1975,hg/ha,8705,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2066,479,QCL,Crops and livestock products,100,India,5510,Production,226,Areca nuts,1975,1975,tonnes,164700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2067,537,QCL,Crops and livestock products,100,India,5312,Area harvested,486,Bananas,1975,1975,ha,231400,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2068,595,QCL,Crops and livestock products,100,India,5419,Yield,486,Bananas,1975,1975,hg/ha,147321,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2069,653,QCL,Crops and livestock products,100,India,5510,Production,486,Bananas,1975,1975,tonnes,3409000,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2070,711,QCL,Crops and livestock products,100,India,5312,Area harvested,44,Barley,1975,1975,ha,2884900,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2071,769,QCL,Crops and livestock products,100,India,5419,Yield,44,Barley,1975,1975,hg/ha,10866,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2072,827,QCL,Crops and livestock products,100,India,5510,Production,44,Barley,1975,1975,tonnes,3134700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2073,885,QCL,Crops and livestock products,100,India,5312,Area harvested,176,"Beans, dry",1975,1975,ha,8750100,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2074,943,QCL,Crops and livestock products,100,India,5419,Yield,176,"Beans, dry",1975,1975,hg/ha,3163,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2075,1001,QCL,Crops and livestock products,100,India,5510,Production,176,"Beans, dry",1975,1975,tonnes,2767400,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2076,1059,QCL,Crops and livestock products,100,India,5312,Area harvested,414,"Beans, green",1975,1975,ha,112000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2077,1117,QCL,Crops and livestock products,100,India,5419,Yield,414,"Beans, green",1975,1975,hg/ha,25000,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2078,1175,QCL,Crops and livestock products,100,India,5510,Production,414,"Beans, green",1975,1975,tonnes,280000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2079,1233,QCL,Crops and livestock products,100,India,5312,Area harvested,358,Cabbages and other brassicas,1975,1975,ha,87000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2080,1291,QCL,Crops and livestock products,100,India,5419,Yield,358,Cabbages and other brassicas,1975,1975,hg/ha,137931,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2081,1349,QCL,Crops and livestock products,100,India,5510,Production,358,Cabbages and other brassicas,1975,1975,tonnes,1200000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2082,1407,QCL,Crops and livestock products,100,India,5312,Area harvested,426,Carrots and turnips,1975,1975,ha,14300,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2083,1465,QCL,Crops and livestock products,100,India,5419,Yield,426,Carrots and turnips,1975,1975,hg/ha,100000,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2084,1523,QCL,Crops and livestock products,100,India,5510,Production,426,Carrots and turnips,1975,1975,tonnes,143000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2085,1581,QCL,Crops and livestock products,100,India,5312,Area harvested,217,"Cashew nuts, with shell",1975,1975,ha,361443,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2086,1639,QCL,Crops and livestock products,100,India,5419,Yield,217,"Cashew nuts, with shell",1975,1975,hg/ha,3991,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2087,1697,QCL,Crops and livestock products,100,India,5510,Production,217,"Cashew nuts, with shell",1975,1975,tonnes,144254,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2088,1755,QCL,Crops and livestock products,100,India,5312,Area harvested,393,Cauliflowers and broccoli,1975,1975,ha,110000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2089,1813,QCL,Crops and livestock products,100,India,5419,Yield,393,Cauliflowers and broccoli,1975,1975,hg/ha,118182,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2090,1871,QCL,Crops and livestock products,100,India,5510,Production,393,Cauliflowers and broccoli,1975,1975,tonnes,1300000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2091,1929,QCL,Crops and livestock products,100,India,5312,Area harvested,531,Cherries,1975,1975,ha,1500,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2092,1987,QCL,Crops and livestock products,100,India,5419,Yield,531,Cherries,1975,1975,hg/ha,26667,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2093,2045,QCL,Crops and livestock products,100,India,5510,Production,531,Cherries,1975,1975,tonnes,4000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2094,2103,QCL,Crops and livestock products,100,India,5312,Area harvested,689,"Chillies and peppers, dry",1975,1975,ha,739800,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2095,2161,QCL,Crops and livestock products,100,India,5419,Yield,689,"Chillies and peppers, dry",1975,1975,hg/ha,7111,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2096,2219,QCL,Crops and livestock products,100,India,5510,Production,689,"Chillies and peppers, dry",1975,1975,tonnes,526100,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2097,2277,QCL,Crops and livestock products,100,India,5312,Area harvested,401,"Chillies and peppers, green",1975,1975,ha,3600,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2098,2335,QCL,Crops and livestock products,100,India,5419,Yield,401,"Chillies and peppers, green",1975,1975,hg/ha,66944,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2099,2393,QCL,Crops and livestock products,100,India,5510,Production,401,"Chillies and peppers, green",1975,1975,tonnes,24100,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2100,2451,QCL,Crops and livestock products,100,India,5312,Area harvested,249,Coconuts,1975,1975,ha,1069900,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2101,2509,QCL,Crops and livestock products,100,India,5419,Yield,249,Coconuts,1975,1975,hg/ha,40483,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2102,2567,QCL,Crops and livestock products,100,India,5510,Production,249,Coconuts,1975,1975,tonnes,4331240,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2103,2625,QCL,Crops and livestock products,100,India,5312,Area harvested,656,"Coffee, green",1975,1975,ha,145000,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2104,2683,QCL,Crops and livestock products,100,India,5419,Yield,656,"Coffee, green",1975,1975,hg/ha,6380,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2105,2741,QCL,Crops and livestock products,100,India,5510,Production,656,"Coffee, green",1975,1975,tonnes,92506,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2106,2799,QCL,Crops and livestock products,100,India,5312,Area harvested,397,Cucumbers and gherkins,1975,1975,ha,10500,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2107,2857,QCL,Crops and livestock products,100,India,5419,Yield,397,Cucumbers and gherkins,1975,1975,hg/ha,58095,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2108,2915,QCL,Crops and livestock products,100,India,5510,Production,397,Cucumbers and gherkins,1975,1975,tonnes,61000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2109,2973,QCL,Crops and livestock products,100,India,5312,Area harvested,399,Eggplants (aubergines),1975,1975,ha,225000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2110,3031,QCL,Crops and livestock products,100,India,5419,Yield,399,Eggplants (aubergines),1975,1975,hg/ha,75556,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2111,3089,QCL,Crops and livestock products,100,India,5510,Production,399,Eggplants (aubergines),1975,1975,tonnes,1700000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2112,3147,QCL,Crops and livestock products,100,India,5312,Area harvested,711,"Anise, badian, fennel, coriander",1975,1975,ha,103573,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2113,3205,QCL,Crops and livestock products,100,India,5419,Yield,711,"Anise, badian, fennel, coriander",1975,1975,hg/ha,4361,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2114,3263,QCL,Crops and livestock products,100,India,5510,Production,711,"Anise, badian, fennel, coriander",1975,1975,tonnes,45164,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2115,3321,QCL,Crops and livestock products,100,India,5312,Area harvested,406,Garlic,1975,1975,ha,39800,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2116,3379,QCL,Crops and livestock products,100,India,5419,Yield,406,Garlic,1975,1975,hg/ha,35327,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2117,3437,QCL,Crops and livestock products,100,India,5510,Production,406,Garlic,1975,1975,tonnes,140600,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2118,3495,QCL,Crops and livestock products,100,India,5312,Area harvested,720,Ginger,1975,1975,ha,27200,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2119,3553,QCL,Crops and livestock products,100,India,5419,Yield,720,Ginger,1975,1975,hg/ha,16599,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2120,3611,QCL,Crops and livestock products,100,India,5510,Production,720,Ginger,1975,1975,tonnes,45150,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2121,3669,QCL,Crops and livestock products,100,India,5312,Area harvested,560,Grapes,1975,1975,ha,5700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2122,3727,QCL,Crops and livestock products,100,India,5419,Yield,560,Grapes,1975,1975,hg/ha,166667,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2123,3785,QCL,Crops and livestock products,100,India,5510,Production,560,Grapes,1975,1975,tonnes,95000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2124,3843,QCL,Crops and livestock products,100,India,5312,Area harvested,497,Lemons and limes,1975,1975,ha,52000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2125,3901,QCL,Crops and livestock products,100,India,5419,Yield,497,Lemons and limes,1975,1975,hg/ha,96154,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2126,3959,QCL,Crops and livestock products,100,India,5510,Production,497,Lemons and limes,1975,1975,tonnes,500000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2127,4017,QCL,Crops and livestock products,100,India,5312,Area harvested,242,"Groundnuts, with shell",1975,1975,ha,7221500,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2128,4075,QCL,Crops and livestock products,100,India,5419,Yield,242,"Groundnuts, with shell",1975,1975,hg/ha,9354,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2129,4133,QCL,Crops and livestock products,100,India,5510,Production,242,"Groundnuts, with shell",1975,1975,tonnes,6754700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2130,4191,QCL,Crops and livestock products,100,India,5312,Area harvested,201,Lentils,1975,1975,ha,952700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2131,4249,QCL,Crops and livestock products,100,India,5419,Yield,201,Lentils,1975,1975,hg/ha,4798,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2132,4307,QCL,Crops and livestock products,100,India,5510,Production,201,Lentils,1975,1975,tonnes,457100,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2133,4365,QCL,Crops and livestock products,100,India,5312,Area harvested,372,Lettuce and chicory,1975,1975,ha,80000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2134,4423,QCL,Crops and livestock products,100,India,5419,Yield,372,Lettuce and chicory,1975,1975,hg/ha,51875,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2135,4481,QCL,Crops and livestock products,100,India,5510,Production,372,Lettuce and chicory,1975,1975,tonnes,415000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2136,4539,QCL,Crops and livestock products,100,India,5312,Area harvested,56,Maize,1975,1975,ha,6030700,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2137,4597,QCL,Crops and livestock products,100,India,5419,Yield,56,Maize,1975,1975,hg/ha,12031,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2138,4655,QCL,Crops and livestock products,100,India,5510,Production,56,Maize,1975,1975,tonnes,7255800,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2139,4713,QCL,Crops and livestock products,100,India,5312,Area harvested,571,"Mangoes, mangosteens, guavas",1975,1975,ha,886200,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2140,4771,QCL,Crops and livestock products,100,India,5419,Yield,571,"Mangoes, mangosteens, guavas",1975,1975,hg/ha,82374,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2141,4829,QCL,Crops and livestock products,100,India,5510,Production,571,"Mangoes, mangosteens, guavas",1975,1975,tonnes,7300000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2142,4887,QCL,Crops and livestock products,100,India,5312,Area harvested,568,"Melons, other (inc.cantaloupes)",1975,1975,ha,17000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2143,4945,QCL,Crops and livestock products,100,India,5419,Yield,568,"Melons, other (inc.cantaloupes)",1975,1975,hg/ha,158824,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2144,5003,QCL,Crops and livestock products,100,India,5510,Production,568,"Melons, other (inc.cantaloupes)",1975,1975,tonnes,270000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2145,5061,QCL,Crops and livestock products,100,India,5312,Area harvested,430,Okra,1975,1975,ha,260000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2146,5119,QCL,Crops and livestock products,100,India,5419,Yield,430,Okra,1975,1975,hg/ha,55000,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2147,5177,QCL,Crops and livestock products,100,India,5510,Production,430,Okra,1975,1975,tonnes,1430000,F,FAO estimate,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2148,5235,QCL,Crops and livestock products,100,India,5312,Area harvested,702,"Nutmeg, mace and cardamoms",1975,1975,ha,99900,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2149,5293,QCL,Crops and livestock products,100,India,5419,Yield,702,"Nutmeg, mace and cardamoms",1975,1975,hg/ha,521,Fc,Calculated data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2150,5351,QCL,Crops and livestock products,100,India,5510,Production,702,"Nutmeg, mace and cardamoms",1975,1975,tonnes,5200,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
2151,5409,QCL,Crops and livestock products,100,India,5312,Area harvested,403,"Onions, dry",1975,1975,ha,194000,,Official data,23.74,18.69,25.77,26.57,21.3,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,1294.8,36.1,107.3,1003.4,148
